"","x003017169007","x003017169008","x003017169009","x003017169010","x003017169011","x003017169012","x003017169013","x003017169014","x003017169015","x003017169016","x003017169017","x003017169018","x003017169019","x003017169020","x003017169021","x003017169022","x003017169023","x003017169024","x003017169025","x003017169026","x003017169027","x003017169028","x003017169029","x003017169030"
"1397681_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397682_at","M","A","A","A","A","A","P","M","M","P","P","M","M","M","P","P","A","P","P","P","A","A","P","P"
"1397683_at","P","P","P","P","P","P","P","P","P","P","M","P","A","P","P","P","P","M","P","P","P","P","P","P"
"1397684_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397685_at","P","P","P","A","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397686_at","P","P","P","P","P","M","P","P","P","P","A","P","A","P","P","P","P","P","A","P","P","M","P","P"
"1397687_at","A","M","A","A","M","A","A","A","M","A","M","A","A","A","A","A","A","A","A","A","A","A","A","P"
"1397688_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M"
"1397689_at","P","P","P","M","A","P","A","A","P","P","A","A","P","P","P","P","A","A","A","A","A","A","A","A"
"1397690_at","P","A","A","M","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","P","A","A","A","A"
"1397691_at","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397692_at","P","A","A","A","M","A","A","P","A","M","A","A","P","A","P","M","A","A","P","P","P","P","P","P"
"1397693_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397694_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A"
"1397695_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397696_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397697_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397698_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397699_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397700_x_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397701_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397702_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397703_at","A","P","P","P","P","M","A","M","P","P","P","P","P","P","P","A","P","P","P","P","P","M","P","A"
"1397704_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","P","P","P","P","P","P","P"
"1397705_at","P","P","A","A","M","P","A","A","A","P","A","P","A","A","A","M","A","P","P","P","A","P","A","P"
"1397706_at","P","P","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397707_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397708_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397709_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397710_at","A","A","A","A","A","A","P","A","A","A","A","P","A","P","A","M","A","A","A","A","A","A","A","A"
"1397711_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397712_at","A","A","A","A","A","P","P","M","A","A","A","A","A","A","A","A","A","P","A","A","P","A","A","P"
"1397713_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397714_at","P","P","P","P","P","A","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397715_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397716_at","P","A","A","P","A","P","P","A","P","A","A","P","A","P","P","A","P","P","A","M","A","A","P","P"
"1397717_at","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397718_at","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397719_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397720_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397721_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397722_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397723_s_at","P","P","P","A","P","A","A","P","P","P","A","A","P","P","P","P","P","P","P","P","M","A","P","M"
"1397724_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397725_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A"
"1397726_at","P","A","A","A","A","A","A","A","P","A","A","A","M","P","P","M","P","P","P","P","P","P","P","P"
"1397727_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397728_at","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","P","A","A","A","A"
"1397729_x_at","P","P","P","P","A","P","A","P","A","P","A","A","P","P","M","A","A","A","P","A","A","A","A","A"
"1397730_at","P","P","P","A","P","A","A","P","A","P","A","A","P","P","P","P","A","M","P","P","A","A","A","P"
"1397731_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397732_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397733_at","A","A","A","A","A","A","A","A","P","A","A","A","P","M","P","A","A","A","A","M","A","A","A","A"
"1397734_at","P","A","M","A","P","P","P","P","P","P","A","A","P","P","P","A","P","P","P","P","M","A","P","P"
"1397735_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397736_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397737_at","P","P","P","P","P","A","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397738_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397739_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397740_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397741_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A"
"1397742_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397743_at","P","P","P","M","P","P","A","M","P","A","A","A","M","P","A","P","A","P","P","P","P","P","P","A"
"1397744_at","P","P","A","P","M","P","P","P","A","P","A","P","P","P","P","P","M","P","P","P","P","P","P","M"
"1397745_at","A","A","A","A","P","A","M","A","P","A","P","A","A","P","P","P","P","A","A","A","P","A","P","A"
"1397746_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397747_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397748_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","A","P"
"1397749_at","P","A","P","A","P","A","P","P","A","P","M","P","P","P","P","P","A","P","P","P","P","A","P","A"
"1397750_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397751_at","P","P","M","A","A","A","A","P","M","M","P","P","P","A","P","A","A","A","A","A","A","A","A","A"
"1397752_at","P","P","A","P","P","A","A","P","A","A","M","A","M","P","A","A","P","P","A","M","M","A","A","A"
"1397753_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397754_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397755_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397756_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M"
"1397757_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397758_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397759_at","A","A","A","A","A","M","A","A","A","A","A","A","A","A","M","A","A","A","M","P","A","M","A","A"
"1397760_at","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397761_at","P","A","A","A","P","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","M"
"1397762_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397763_at","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A","P","A","M","A","A"
"1397764_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397765_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397766_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397767_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397768_at","A","M","M","P","A","A","M","A","A","M","A","A","M","M","A","P","A","P","M","A","P","M","P","P"
"1397769_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397770_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A"
"1397771_at","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A"
"1397772_at","P","P","P","M","P","P","A","P","P","M","M","M","P","P","P","P","P","P","P","P","P","P","P","P"
"1397773_at","A","A","M","A","A","A","A","A","P","P","A","A","A","A","A","P","A","A","A","M","A","A","P","M"
"1397774_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397775_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397776_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397777_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397778_at","A","P","P","A","P","A","A","P","P","P","M","A","P","A","M","A","A","M","P","P","P","A","P","A"
"1397779_at","P","A","P","A","A","A","A","P","P","A","A","M","A","A","M","A","P","A","P","A","P","P","P","A"
"1397780_at","A","M","P","A","P","P","A","A","A","A","A","P","A","A","P","A","A","M","A","P","A","A","A","A"
"1397781_at","P","P","P","M","P","A","A","P","P","P","M","A","M","M","P","A","P","P","P","P","P","P","P","A"
"1397782_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397783_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397784_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397785_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397786_at","A","P","A","M","A","P","A","A","A","A","P","A","M","A","A","A","A","P","A","P","A","A","A","A"
"1397787_at","P","M","M","P","P","P","A","P","P","P","P","P","P","P","P","A","P","M","M","P","P","P","P","A"
"1397788_at","A","A","A","P","A","A","P","A","A","A","A","A","P","A","P","A","A","A","A","A","A","A","A","A"
"1397789_at","A","P","P","A","A","P","M","A","P","P","A","A","A","A","A","A","A","A","A","M","A","P","A","M"
"1397790_at","A","A","P","P","P","A","A","M","P","P","P","P","M","P","P","P","P","P","P","P","A","P","M","P"
"1397791_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397792_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A"
"1397793_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397794_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397795_at","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","M"
"1397796_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397797_at","P","A","P","A","M","A","A","P","A","P","A","A","P","A","A","A","A","A","A","A","P","A","A","A"
"1397798_at","P","P","P","P","P","P","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397799_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397800_at","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A"
"1397801_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397802_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397803_at","M","A","A","A","A","A","A","A","A","A","A","P","P","P","P","A","A","P","M","A","A","A","A","M"
"1397804_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","A","M","P","A","A","A","P","M"
"1397805_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397806_at","P","P","P","P","M","A","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397807_at","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397808_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397809_at","P","A","P","P","M","M","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","M","A"
"1397810_at","P","P","A","A","A","A","A","P","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A"
"1397811_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397812_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397813_at","A","A","A","A","A","A","A","A","P","P","M","M","A","P","P","P","P","P","P","P","P","P","P","P"
"1397814_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397815_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397816_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A"
"1397817_at","P","A","A","M","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","P"
"1397818_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397819_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397820_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397821_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397822_at","M","A","A","A","A","A","A","A","A","M","P","A","A","M","A","A","M","A","A","A","A","A","A","A"
"1397823_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397824_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397825_at","P","P","P","A","A","A","P","A","P","P","M","P","P","P","A","M","P","P","P","P","P","P","P","P"
"1397826_at","A","A","A","A","A","P","A","P","A","A","A","A","M","P","A","A","A","A","A","A","A","M","A","A"
"1397827_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397828_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397829_at","A","A","A","M","A","P","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","M","A"
"1397830_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A"
"1397831_at","P","A","P","A","P","M","M","P","A","P","A","P","P","A","P","P","P","A","P","P","A","P","P","M"
"1397832_at","P","A","M","A","A","A","A","A","P","A","A","A","P","A","A","P","P","P","P","P","P","P","P","P"
"1397833_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397834_at","P","P","P","P","A","P","P","P","P","P","P","P","P","P","P","P","M","P","P","A","P","A","P","P"
"1397835_at","M","P","A","A","A","A","A","M","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A"
"1397836_at","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","M","P","P","P","P","P"
"1397837_at","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A"
"1397838_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397839_at","P","P","M","P","P","P","A","P","M","P","P","P","P","P","A","P","A","P","P","A","P","P","M","P"
"1397840_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397841_at","A","A","A","A","A","M","A","A","P","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A"
"1397842_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397843_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397844_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397845_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397846_at","P","M","M","P","P","P","P","P","P","P","P","P","P","P","A","P","P","P","P","P","M","M","P","P"
