"","x003017169007","x003017169008","x003017169009","x003017169010","x003017169011","x003017169012","x003017169013","x003017169014","x003017169015","x003017169016","x003017169017","x003017169018","x003017169019","x003017169020","x003017169021","x003017169022","x003017169023","x003017169024","x003017169025","x003017169026","x003017169027","x003017169028","x003017169029","x003017169030"
"1397434_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397435_at","A","A","A","A","A","A","A","A","A","P","A","A","A","A","M","A","A","M","A","A","A","A","A","A"
"1397436_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397437_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","A","P","P"
"1397438_at","A","P","A","A","P","P","A","A","P","P","A","P","A","P","A","A","A","P","P","A","P","P","A","P"
"1397439_at","A","A","A","A","P","A","A","A","A","A","A","M","A","P","A","A","A","A","P","A","A","A","A","P"
"1397440_at","A","M","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","M","A","M","A","M","A","A"
"1397441_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397442_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397443_at","A","A","A","A","M","M","A","M","P","M","A","A","M","M","A","A","A","P","M","A","A","P","M","P"
"1397444_at","P","A","A","P","A","P","P","A","A","A","A","A","A","P","P","A","A","A","A","M","A","P","A","A"
"1397445_at","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397446_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397447_at","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397448_at","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","M","A","A","A","P"
"1397449_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397450_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A"
"1397451_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397452_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397453_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","P","A","A","A","A","P"
"1397454_at","M","M","A","M","A","A","P","A","P","A","P","M","A","P","M","M","A","A","P","M","P","P","P","P"
"1397455_at","P","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397456_at","A","P","P","P","A","A","P","P","A","P","A","P","A","A","P","A","P","A","P","P","P","A","P","A"
"1397457_at","A","A","P","P","A","A","P","P","M","A","P","A","P","P","P","A","P","M","P","P","P","P","P","A"
"1397458_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397459_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397460_at","M","A","P","P","A","A","A","P","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397461_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397462_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397463_at","P","P","M","P","A","P","M","M","P","P","A","P","P","A","A","P","P","P","P","A","P","P","A","A"
"1397464_at","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397465_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397466_at","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397467_at","P","A","P","A","A","P","A","A","P","P","P","P","P","P","P","P","P","P","P","A","P","P","P","P"
"1397468_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397469_at","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397470_at","A","A","A","A","A","M","M","P","P","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397471_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397472_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397473_at","M","A","A","A","A","A","P","M","A","M","P","M","P","P","P","P","P","P","P","P","A","P","P","P"
"1397474_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397475_at","P","P","P","P","P","P","M","A","P","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P"
"1397476_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","P","P","P","P","P","P","P"
"1397477_at","A","A","P","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397478_at","P","P","M","P","P","P","P","P","P","P","P","A","P","P","P","P","P","A","P","P","P","P","P","P"
"1397479_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397480_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397481_at","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","P","A","A","P","A"
"1397482_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A"
"1397483_at","P","P","P","P","M","P","P","P","P","A","A","A","P","A","P","P","A","A","P","A","P","M","P","A"
"1397484_at","P","P","P","P","P","P","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397485_at","P","A","P","P","P","P","A","P","M","P","P","P","M","P","P","M","P","P","P","A","A","P","M","M"
"1397486_x_at","P","M","P","P","P","P","A","A","A","P","P","P","M","P","P","P","P","P","P","P","P","A","P","P"
"1397487_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397488_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397489_at","A","P","M","A","P","A","A","M","M","P","A","P","A","P","M","A","A","P","A","A","A","A","P","A"
"1397490_at","A","A","A","P","A","A","M","A","A","A","A","A","A","M","P","A","A","A","P","A","A","A","A","A"
"1397491_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A"
"1397492_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","P"
"1397493_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397494_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397495_at","A","A","A","A","M","A","P","P","A","A","A","A","M","P","M","P","M","A","M","A","A","A","P","A"
"1397496_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397497_at","A","A","A","A","A","P","A","A","A","A","M","A","A","A","P","A","A","A","A","A","A","A","A","A"
"1397498_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397499_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397500_x_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397501_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397502_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397503_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A"
"1397504_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397505_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397506_at","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A"
"1397507_at","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397508_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397509_x_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397510_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397511_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397512_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397513_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397514_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A"
"1397515_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397516_at","P","P","P","M","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","A","P","P"
"1397517_at","P","P","A","P","P","M","P","P","P","P","P","P","P","P","P","P","P","A","P","M","P","P","P","A"
"1397518_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397519_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397520_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397521_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397522_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397523_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397524_at","P","A","P","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A"
"1397525_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397526_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397527_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397528_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397529_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397530_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397531_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397532_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397533_at","P","P","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397534_at","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A"
"1397535_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397536_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397537_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","M","A","P","P","M","P"
"1397538_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397539_at","M","P","A","A","A","P","A","M","A","P","A","A","P","A","A","P","A","A","P","P","P","M","P","A"
"1397540_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397541_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397542_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397543_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A"
"1397544_at","A","A","A","A","A","A","A","A","M","A","A","M","A","A","A","A","A","A","A","A","P","A","A","A"
"1397545_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","M"
"1397546_at","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397547_at","P","P","P","P","P","P","P","P","P","P","M","M","P","P","P","P","P","P","P","P","P","P","P","P"
"1397548_at","M","P","M","A","A","M","P","M","P","P","M","P","P","P","P","P","P","P","P","A","P","P","P","P"
"1397549_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397550_at","A","A","A","A","A","A","A","A","A","M","A","A","A","A","P","A","A","A","A","A","M","A","A","A"
"1397551_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397552_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397553_s_at","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397554_at","P","A","A","A","A","A","M","A","A","A","A","P","A","A","A","A","P","P","P","P","P","P","P","M"
"1397555_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397556_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397557_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397558_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397559_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397560_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397561_at","P","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","M","A","A","P","A","A","A","P"
"1397562_at","A","A","M","A","A","A","A","M","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A"
"1397563_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397564_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397565_at","M","P","A","A","A","P","A","A","A","P","P","A","P","P","M","P","P","P","M","P","M","P","P","A"
"1397566_at","M","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A"
"1397567_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","P","A","A","A","M"
"1397568_at","P","P","A","P","P","A","M","P","M","P","P","A","P","P","P","P","A","A","P","P","P","P","P","A"
"1397569_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397570_at","P","P","P","M","A","P","A","P","A","P","A","A","P","P","P","P","P","P","P","P","P","A","P","P"
"1397571_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397572_at","M","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","P","A","A","P","A","A"
"1397573_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397574_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","A","P","M","P","P"
"1397575_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397576_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397577_at","P","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","M","P","A","A","A","A","P","A"
"1397578_at","A","A","A","A","P","A","A","P","A","A","P","A","A","A","M","A","M","P","P","A","A","P","P","A"
"1397579_x_at","P","A","A","A","A","A","A","A","A","M","A","P","P","A","P","P","A","P","M","A","P","A","P","P"
"1397580_at","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A"
"1397581_at","A","P","P","P","P","P","A","M","P","A","A","P","A","A","P","P","A","A","M","A","P","M","A","A"
"1397582_at","P","A","P","A","A","M","M","P","A","A","M","A","P","A","M","A","A","A","P","M","A","A","A","A"
"1397583_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397584_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397585_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A"
"1397586_at","P","A","P","P","P","P","P","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P"
"1397587_at","P","A","M","A","A","A","P","A","A","P","A","A","P","A","M","A","A","A","A","A","A","P","A","P"
"1397588_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P"
"1397589_at","P","A","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397590_at","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397591_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397592_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397593_at","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A"
"1397594_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397595_at","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A"
"1397596_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397597_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397598_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397599_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A"
"1397600_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397601_at","A","A","A","A","A","A","A","A","A","A","A","A","M","A","M","A","A","A","A","A","A","A","P","A"
"1397602_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397603_at","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397604_at","P","P","P","M","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397605_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","P","A","A","A","A"
"1397606_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397607_at","A","P","P","A","A","A","A","P","A","A","A","A","A","A","A","A","M","P","P","A","A","A","A","A"
"1397608_at","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","M","A","M","A","A"
"1397609_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","P","P","P","P","P","P","P"
"1397610_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397611_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397612_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397613_at","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","A","M","M","P","M","A","P","A"
"1397614_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397615_at","M","A","A","A","P","A","A","A","A","A","A","P","M","P","A","P","P","P","P","A","P","P","P","A"
"1397616_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397617_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397618_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397619_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397620_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397621_at","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A"
"1397622_at","M","A","M","P","A","A","A","A","A","A","A","A","M","A","M","A","A","P","P","P","M","P","P","A"
"1397623_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397624_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397625_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397626_at","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A","A","A","A","A","A","A","A","A","A"
"1397627_at","M","A","A","A","A","A","A","A","A","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A"
"1397628_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397629_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397630_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397631_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397632_at","A","P","P","P","P","P","P","P","A","P","A","P","A","P","A","P","A","P","P","P","A","P","M","A"
"1397633_at","P","M","P","M","P","P","A","P","P","P","P","P","P","P","P","M","A","A","M","A","P","M","P","A"
"1397634_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397635_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397636_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397637_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","P","A","A","A","A","A","A"
"1397638_at","A","P","P","P","P","P","A","A","P","P","A","P","M","M","P","P","A","A","A","P","P","P","M","P"
"1397639_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397640_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397641_at","P","P","P","P","P","P","P","P","M","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397642_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397643_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397644_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397645_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397646_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397647_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397648_at","A","P","A","P","P","P","P","A","P","M","P","M","M","P","M","A","A","P","P","P","P","P","M","A"
"1397649_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397650_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397651_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397652_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397653_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","P","P","M","A"
"1397654_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397655_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A"
"1397656_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397657_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397658_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397659_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","M","A","A","M","A","M","P","P","A"
"1397660_at","P","A","P","P","P","A","P","P","M","M","A","A","P","P","P","P","P","M","A","M","A","A","A","A"
"1397661_at","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397662_at","A","A","P","A","A","M","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","P","A"
"1397663_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397664_at","P","P","M","A","A","A","P","P","P","P","A","M","P","P","P","P","P","P","P","P","A","P","P","P"
"1397665_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397666_at","M","P","A","A","A","A","A","A","A","A","A","A","P","A","A","A","M","A","A","A","A","A","P","A"
"1397667_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397668_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397669_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397670_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397671_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397672_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397673_at","A","M","P","A","M","P","A","A","P","P","A","A","M","M","P","A","A","A","P","A","A","A","A","A"
"1397674_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397675_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397676_at","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1397677_at","A","A","A","A","A","A","M","A","A","A","A","A","A","P","A","A","M","A","P","A","A","A","A","A"
"1397678_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1397679_at","A","A","A","A","A","A","M","A","A","A","A","P","A","P","A","A","A","A","A","A","A","A","A","A"
"1397680_at","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
